Multi-channel current sampling measurement data file. Number of NWFETs measured:  5

Channel settings:
SMU1 (Id sampling channel): 	Voltage: 0.250V
SMU2 (Is sampling channel): 	Voltage: 0.000V
SMU3 (Vd biasing channel): 	Voltage: 0.250V
SMU4 (gate channel): 	Voltage: 1.150V

Measurement comments:



Time (s) [NW12]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW13]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW14]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW15]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW22]	SMU1	SMU2	SMU3	SMU4	

161.157000	1.619100E-8	-1.607050E-8	1.000000E-12	1.876930E-9	163.034000	1.852450E-8	-1.824650E-8	-5.000000E-13	1.890010E-9	164.896000	2.255400E-8	-2.235250E-8	5.000000E-13	1.917530E-9	166.758000	2.208450E-8	-2.170300E-8	0.000000	1.870470E-9	168.649000	2.584400E-8	-2.561300E-8	1.000000E-12	1.900650E-9
170.543000	1.648900E-8	-1.630850E-8	0.000000	1.888410E-9	172.421000	1.918600E-8	-1.883250E-8	-2.000000E-12	1.897070E-9	174.311000	2.303300E-8	-2.284850E-8	5.000000E-13	1.941450E-9	176.200000	2.197200E-8	-2.197200E-8	-1.000000E-12	1.895945E-9	178.078000	2.543050E-8	-2.501600E-8	-5.000000E-13	1.892655E-9
179.966000	1.604450E-8	-1.594000E-8	0.000000	1.927545E-9	181.819000	1.858200E-8	-1.855750E-8	1.000000E-12	1.935580E-9	183.699000	2.276600E-8	-2.279050E-8	2.000000E-12	2.000635E-9	185.578000	2.248550E-8	-2.240100E-8	-1.500000E-12	1.964910E-9	187.458000	2.511000E-8	-2.544400E-8	1.000000E-12	1.971815E-9
189.348000	1.665200E-8	-1.631650E-8	0.000000	1.910140E-9	191.230000	1.860600E-8	-1.850850E-8	0.000000	1.895575E-9	193.086000	2.266650E-8	-2.245600E-8	0.000000	1.918845E-9	194.970000	2.204800E-8	-2.183550E-8	-5.000000E-13	1.990825E-9	196.827000	2.508750E-8	-2.482250E-8	-2.000000E-12	1.861055E-9
198.746000	1.665500E-8	-1.647350E-8	-5.000000E-13	1.894775E-9	200.607000	1.881950E-8	-1.867800E-8	5.000000E-13	1.885675E-9	202.471000	2.324600E-8	-2.287100E-8	1.000000E-12	1.955170E-9	204.350000	2.228800E-8	-2.196100E-8	5.000000E-13	1.881485E-9	206.218000	2.498500E-8	-2.478500E-8	2.500000E-12	1.895965E-9
208.127000	1.655400E-8	-1.650500E-8	-5.000000E-13	1.875620E-9	209.990000	1.897650E-8	-1.890200E-8	0.000000	1.944895E-9	211.835000	2.310800E-8	-2.268200E-8	1.000000E-12	1.884250E-9	213.718000	2.166550E-8	-2.166950E-8	-5.000000E-13	1.903710E-9	215.579000	2.490700E-8	-2.466400E-8	-1.500000E-12	1.993715E-9
217.471000	1.653850E-8	-1.626700E-8	0.000000	1.966045E-9	219.323000	1.909850E-8	-1.883700E-8	0.000000	1.862635E-9	221.203000	2.336200E-8	-2.307700E-8	0.000000	1.925390E-9	223.050000	2.219900E-8	-2.210050E-8	0.000000	1.860855E-9	224.898000	2.517350E-8	-2.509700E-8	-5.000000E-13	1.935910E-9
226.796000	1.615950E-8	-1.613050E-8	5.000000E-13	1.903250E-9	228.669000	1.869900E-8	-1.858700E-8	-5.000000E-13	1.896135E-9	230.533000	2.316150E-8	-2.306350E-8	5.000000E-13	1.853780E-9	232.404000	2.185950E-8	-2.160300E-8	5.000000E-13	1.890890E-9	234.266000	2.551450E-8	-2.517150E-8	-5.000000E-13	1.859190E-9
236.211000	1.578650E-8	-1.575900E-8	0.000000	1.928385E-9	238.090000	1.888400E-8	-1.855300E-8	0.000000	1.914130E-9	239.940000	2.322550E-8	-2.309400E-8	0.000000	1.898560E-9	241.792000	2.215000E-8	-2.193250E-8	-1.500000E-12	1.899895E-9	243.680000	2.579450E-8	-2.526300E-8	1.000000E-12	1.863870E-9
245.572000	1.614500E-8	-1.611100E-8	-5.000000E-13	1.906095E-9	247.444000	1.876150E-8	-1.851650E-8	1.500000E-12	1.928180E-9	249.323000	2.342900E-8	-2.320050E-8	-5.000000E-13	1.951135E-9	251.200000	2.218250E-8	-2.167800E-8	-1.000000E-12	1.922860E-9	253.079000	2.562400E-8	-2.548550E-8	0.000000	1.934365E-9
254.961000	1.633100E-8	-1.621100E-8	-1.500000E-12	1.892215E-9	256.850000	1.887700E-8	-1.867950E-8	0.000000	1.907310E-9	258.740000	2.307550E-8	-2.272450E-8	5.000000E-13	1.880605E-9	260.610000	2.178650E-8	-2.157100E-8	1.000000E-12	1.890585E-9	262.474000	2.537100E-8	-2.545850E-8	-5.000000E-13	1.895745E-9
264.379000	1.621250E-8	-1.607450E-8	-5.000000E-13	2.008650E-9	266.239000	1.891250E-8	-1.881050E-8	-5.000000E-13	1.882295E-9	268.124000	2.323750E-8	-2.278900E-8	-2.000000E-12	1.918575E-9	270.003000	2.235600E-8	-2.241400E-8	-2.000000E-12	1.934630E-9	271.883000	2.520900E-8	-2.477450E-8	0.000000	1.965595E-9
273.766000	1.663800E-8	-1.644400E-8	-5.000000E-13	1.982140E-9	275.629000	1.879550E-8	-1.871750E-8	-5.000000E-13	1.891805E-9	277.495000	2.296550E-8	-2.294400E-8	-5.000000E-13	1.890710E-9	279.358000	2.246250E-8	-2.195750E-8	-1.000000E-12	1.956355E-9	281.225000	2.507100E-8	-2.519400E-8	0.000000	1.932715E-9
283.126000	1.641550E-8	-1.633850E-8	0.000000	1.893800E-9	284.982000	1.890650E-8	-1.864750E-8	5.000000E-13	1.929315E-9	286.834000	2.332200E-8	-2.323200E-8	0.000000	1.904430E-9	288.692000	2.247650E-8	-2.219900E-8	0.000000	1.933940E-9	290.538000	2.513250E-8	-2.515200E-8	-5.000000E-13	1.890335E-9
292.438000	1.636550E-8	-1.648850E-8	-5.000000E-13	1.993755E-9	294.314000	1.869300E-8	-1.814800E-8	0.000000	1.937020E-9	296.202000	2.364900E-8	-2.334850E-8	-1.000000E-12	1.890310E-9	298.082000	2.218100E-8	-2.232250E-8	-5.000000E-13	1.922290E-9	299.946000	2.515900E-8	-2.466050E-8	-1.000000E-12	1.962125E-9
301.824000	1.646800E-8	-1.645500E-8	0.000000	1.906200E-9	303.709000	1.849250E-8	-1.820600E-8	5.000000E-13	1.913915E-9	305.575000	2.325200E-8	-2.291150E-8	-5.000000E-13	1.989365E-9	307.440000	2.254100E-8	-2.223400E-8	-5.000000E-13	1.894020E-9	309.304000	2.567550E-8	-2.541950E-8	-2.500000E-12	1.903995E-9
311.217000	1.659950E-8	-1.688200E-8	-3.000000E-12	1.929410E-9	313.096000	1.874700E-8	-1.845200E-8	-5.000000E-13	1.915620E-9	314.959000	2.353650E-8	-2.350450E-8	-1.000000E-12	1.957145E-9	316.821000	2.247300E-8	-2.230400E-8	1.000000E-12	1.893755E-9	318.716000	2.539900E-8	-2.521050E-8	-5.000000E-13	1.924545E-9
320.609000	1.663450E-8	-1.641150E-8	0.000000	1.903265E-9	322.454000	1.901900E-8	-1.878850E-8	0.000000	1.912125E-9	324.301000	2.323000E-8	-2.304700E-8	0.000000	1.888095E-9	326.188000	2.219350E-8	-2.192550E-8	0.000000	1.904830E-9	328.033000	2.531900E-8	-2.515350E-8	-5.000000E-13	1.909240E-9
329.924000	1.676450E-8	-1.670250E-8	5.000000E-13	1.924895E-9	331.786000	1.872550E-8	-1.859400E-8	-2.500000E-12	1.891995E-9	333.668000	2.322750E-8	-2.292950E-8	0.000000	1.954915E-9	335.547000	2.211700E-8	-2.208050E-8	-5.000000E-13	1.969575E-9	337.411000	2.565150E-8	-2.557100E-8	-1.500000E-12	1.922430E-9
339.326000	1.697400E-8	-1.691000E-8	-1.000000E-12	1.996230E-9	341.205000	1.860650E-8	-1.842450E-8	0.000000	1.972695E-9	343.051000	2.312100E-8	-2.293850E-8	-1.000000E-12	1.853035E-9	344.915000	2.265100E-8	-2.240300E-8	0.000000	1.928520E-9	346.762000	2.481450E-8	-2.439800E-8	-5.000000E-13	1.935440E-9
348.658000	1.697700E-8	-1.673400E-8	0.000000	1.908205E-9	350.512000	1.835000E-8	-1.797400E-8	-1.000000E-12	1.970070E-9	352.381000	2.298650E-8	-2.272950E-8	-1.000000E-12	1.904185E-9	354.252000	2.233950E-8	-2.222050E-8	-1.500000E-12	1.883345E-9	356.140000	2.558050E-8	-2.533100E-8	0.000000	1.858170E-9
358.019000	1.686400E-8	-1.671050E-8	-1.000000E-12	1.880750E-9	359.891000	1.859100E-8	-1.849350E-8	-5.000000E-13	1.890430E-9	361.763000	2.270100E-8	-2.258300E-8	-1.000000E-12	1.878685E-9	363.629000	2.201150E-8	-2.204750E-8	-1.500000E-12	1.888735E-9	365.501000	2.563550E-8	-2.515050E-8	-5.000000E-13	1.891705E-9
367.411000	1.686700E-8	-1.669150E-8	-5.000000E-13	1.926440E-9	369.275000	1.856200E-8	-1.836950E-8	-5.000000E-13	1.908535E-9	371.142000	2.323500E-8	-2.301500E-8	-1.000000E-12	1.995810E-9	373.021000	2.245750E-8	-2.240650E-8	-2.500000E-12	1.984905E-9	374.901000	2.495200E-8	-2.479950E-8	-5.000000E-13	2.013595E-9
376.802000	1.646800E-8	-1.645400E-8	-1.000000E-12	1.936190E-9	378.691000	1.848850E-8	-1.813600E-8	-1.500000E-12	1.997720E-9	380.569000	2.315400E-8	-2.295350E-8	0.000000	1.910335E-9	382.421000	2.225300E-8	-2.186400E-8	0.000000	1.993210E-9	384.269000	2.542100E-8	-2.490050E-8	-1.000000E-12	1.899290E-9
386.169000	1.633850E-8	-1.650150E-8	-5.000000E-13	1.943330E-9	388.032000	1.874250E-8	-1.845300E-8	0.000000	1.987875E-9	389.881000	2.315050E-8	-2.301200E-8	-2.500000E-12	1.903425E-9	391.765000	2.237100E-8	-2.208650E-8	0.000000	1.933485E-9	393.626000	2.561600E-8	-2.530100E-8	5.000000E-13	1.981870E-9
395.517000	1.637850E-8	-1.635150E-8	-1.000000E-12	1.929780E-9	397.396000	1.869050E-8	-1.866050E-8	-1.000000E-12	1.951145E-9	399.276000	2.343400E-8	-2.308500E-8	-1.000000E-12	1.923075E-9	401.150000	2.195400E-8	-2.178850E-8	-5.000000E-13	1.924675E-9	403.013000	2.524350E-8	-2.504150E-8	5.000000E-13	1.901510E-9
404.911000	1.671600E-8	-1.681350E-8	-2.000000E-12	2.011915E-9	406.794000	1.868550E-8	-1.867800E-8	5.000000E-13	1.915750E-9	408.662000	2.339200E-8	-2.315300E-8	-2.000000E-12	1.925670E-9	410.541000	2.245300E-8	-2.233850E-8	-1.500000E-12	1.931030E-9	412.404000	2.560000E-8	-2.558800E-8	5.000000E-13	1.876305E-9
414.301000	1.711550E-8	-1.674450E-8	0.000000	2.008455E-9	416.149000	1.875000E-8	-1.860000E-8	-5.000000E-13	1.890670E-9	418.010000	2.320000E-8	-2.300650E-8	0.000000	1.897215E-9	419.856000	2.234600E-8	-2.192000E-8	-1.500000E-12	1.987150E-9	421.735000	2.667150E-8	-2.658200E-8	-5.000000E-13	1.992845E-9
423.631000	1.695850E-8	-1.666550E-8	0.000000	1.916100E-9	425.489000	1.900350E-8	-1.884900E-8	-5.000000E-13	1.899540E-9	427.363000	2.312300E-8	-2.306600E-8	-5.000000E-13	1.908270E-9	429.243000	2.243500E-8	-2.206800E-8	5.000000E-13	1.901645E-9	431.105000	2.594750E-8	-2.577000E-8	-1.500000E-12	1.958645E-9
433.001000	1.701600E-8	-1.706350E-8	0.000000	1.913425E-9	434.847000	1.902400E-8	-1.880150E-8	-2.500000E-12	1.971850E-9	436.726000	2.369550E-8	-2.343950E-8	5.000000E-13	1.905110E-9	438.596000	2.247500E-8	-2.222250E-8	0.000000	1.922290E-9	440.442000	2.611400E-8	-2.592900E-8	-1.500000E-12	1.973485E-9
442.348000	1.672450E-8	-1.666850E-8	-5.000000E-13	1.917475E-9	444.215000	1.920350E-8	-1.879800E-8	-2.500000E-12	1.972815E-9	446.101000	2.317600E-8	-2.303300E-8	0.000000	1.924200E-9	447.950000	2.223000E-8	-2.186400E-8	-2.000000E-12	1.945825E-9	449.830000	2.602250E-8	-2.560200E-8	-1.500000E-12	1.961025E-9
451.723000	1.651400E-8	-1.646450E-8	0.000000	1.906615E-9	453.571000	1.887800E-8	-1.890350E-8	5.000000E-13	1.868200E-9	455.441000	2.371700E-8	-2.321900E-8	-5.000000E-13	1.865660E-9	457.305000	2.190500E-8	-2.168700E-8	-2.000000E-12	1.945820E-9	459.190000	2.666300E-8	-2.624200E-8	-2.000000E-12	1.926890E-9
461.101000	1.693350E-8	-1.637200E-8	-5.000000E-13	1.951940E-9	462.965000	1.926800E-8	-1.900650E-8	-1.000000E-12	1.977240E-9	464.845000	2.332750E-8	-2.328950E-8	-1.000000E-12	1.973480E-9	466.707000	2.247450E-8	-2.237800E-8	0.000000	1.859170E-9	468.559000	2.608900E-8	-2.590500E-8	-5.000000E-13	1.962760E-9
470.453000	1.654200E-8	-1.642800E-8	-5.000000E-13	1.973285E-9	472.317000	1.898000E-8	-1.880450E-8	-1.500000E-12	2.002480E-9	474.190000	2.336850E-8	-2.321400E-8	-5.000000E-13	1.917040E-9	476.057000	2.224450E-8	-2.208250E-8	-1.500000E-12	1.908425E-9	477.918000	2.561450E-8	-2.549350E-8	-5.000000E-13	1.906825E-9
479.840000	1.683100E-8	-1.656150E-8	-2.000000E-12	1.928365E-9	481.725000	1.920600E-8	-1.890450E-8	-1.500000E-12	1.923510E-9	483.605000	2.353000E-8	-2.363450E-8	-2.000000E-12	1.916200E-9	485.497000	2.252750E-8	-2.208550E-8	-5.000000E-13	1.922190E-9	487.359000	2.570750E-8	-2.571950E-8	-5.000000E-13	1.889190E-9
489.261000	1.705550E-8	-1.659100E-8	-1.500000E-12	2.011480E-9	491.121000	1.896650E-8	-1.893050E-8	-5.000000E-13	1.896150E-9	492.985000	2.340050E-8	-2.333400E-8	0.000000	1.919925E-9	494.829000	2.229850E-8	-2.211750E-8	-5.000000E-13	1.980315E-9	496.691000	2.609750E-8	-2.609500E-8	0.000000	1.909010E-9
498.566000	1.695150E-8	-1.696800E-8	-5.000000E-13	1.957420E-9	500.451000	1.943750E-8	-1.924850E-8	-1.000000E-12	1.909655E-9	502.332000	2.318250E-8	-2.294350E-8	5.000000E-13	1.942850E-9	504.194000	2.229500E-8	-2.217250E-8	-1.000000E-12	1.910515E-9	506.065000	2.622400E-8	-2.579500E-8	1.000000E-12	1.923840E-9
507.971000	1.633400E-8	-1.618250E-8	-1.500000E-12	1.945815E-9	509.860000	1.939850E-8	-1.916700E-8	0.000000	1.907135E-9	511.705000	2.384400E-8	-2.344450E-8	0.000000	1.981045E-9	513.550000	2.192250E-8	-2.212450E-8	-2.000000E-12	1.849825E-9	515.430000	2.618000E-8	-2.601600E-8	0.000000	1.885990E-9
517.342000	1.702500E-8	-1.677050E-8	-1.000000E-12	1.932845E-9	519.228000	1.959250E-8	-1.947600E-8	0.000000	1.918200E-9	521.080000	2.373050E-8	-2.357700E-8	0.000000	1.953260E-9	522.931000	2.233750E-8	-2.211350E-8	-5.000000E-13	1.962200E-9	524.798000	2.613750E-8	-2.580800E-8	5.000000E-13	1.898920E-9
526.694000	1.667600E-8	-1.668900E-8	0.000000	1.938980E-9	528.579000	1.938350E-8	-1.911100E-8	-1.500000E-12	1.877595E-9	530.465000	2.415450E-8	-2.399750E-8	5.000000E-13	1.927935E-9	532.327000	2.254050E-8	-2.226100E-8	5.000000E-13	2.004145E-9	534.189000	2.648150E-8	-2.636950E-8	-5.000000E-13	1.870360E-9
536.090000	1.660600E-8	-1.644950E-8	-2.000000E-12	1.901365E-9	537.978000	1.921700E-8	-1.899250E-8	0.000000	1.903300E-9	539.824000	2.368000E-8	-2.334050E-8	-2.500000E-12	1.907865E-9	541.703000	2.231150E-8	-2.211100E-8	1.000000E-12	1.909335E-9	543.575000	2.572150E-8	-2.555250E-8	-1.000000E-12	1.949550E-9
545.486000	1.682350E-8	-1.680750E-8	5.000000E-13	1.941470E-9	547.354000	1.941450E-8	-1.932750E-8	-5.000000E-13	1.958940E-9	549.220000	2.395450E-8	-2.373400E-8	-5.000000E-13	1.879300E-9	551.083000	2.273250E-8	-2.247350E-8	-1.000000E-12	1.900695E-9	552.964000	2.580200E-8	-2.579100E-8	0.000000	1.924185E-9
554.841000	1.641850E-8	-1.643500E-8	-2.500000E-12	1.889475E-9	556.720000	1.917900E-8	-1.886800E-8	0.000000	1.870475E-9	558.568000	2.369500E-8	-2.351350E-8	-5.000000E-13	1.948205E-9	560.430000	2.252800E-8	-2.246200E-8	0.000000	1.876045E-9	562.281000	2.643600E-8	-2.614100E-8	0.000000	1.946080E-9
564.164000	1.642100E-8	-1.639850E-8	5.000000E-13	1.994210E-9	566.025000	1.956850E-8	-1.944450E-8	0.000000	1.924515E-9	567.878000	2.400700E-8	-2.400800E-8	-1.000000E-12	1.891060E-9	569.765000	2.258650E-8	-2.259850E-8	-3.000000E-12	1.866945E-9	571.653000	2.627450E-8	-2.586050E-8	0.000000	1.955695E-9
573.527000	1.644900E-8	-1.622350E-8	1.000000E-12	1.932445E-9	575.391000	1.965700E-8	-1.947150E-8	-1.000000E-12	1.880710E-9	577.262000	2.369300E-8	-2.345900E-8	-1.000000E-12	1.917510E-9	579.125000	2.314000E-8	-2.302500E-8	-1.000000E-12	1.977425E-9	580.989000	2.644850E-8	-2.590900E-8	-1.000000E-12	1.905925E-9
582.890000	1.685400E-8	-1.700250E-8	-1.000000E-12	1.917380E-9	584.771000	1.968950E-8	-1.948750E-8	-5.000000E-13	1.990670E-9	586.639000	2.419650E-8	-2.374250E-8	-5.000000E-13	1.872425E-9	588.506000	2.282050E-8	-2.255900E-8	0.000000	1.902180E-9	590.363000	2.620900E-8	-2.604300E-8	-1.500000E-12	1.954100E-9
592.280000	1.673250E-8	-1.659950E-8	-1.500000E-12	1.974980E-9	594.159000	1.983950E-8	-1.958600E-8	-5.000000E-13	1.977725E-9	596.023000	2.369150E-8	-2.355550E-8	1.000000E-12	1.905990E-9	597.907000	2.246000E-8	-2.237400E-8	-1.500000E-12	1.870220E-9	599.770000	2.601650E-8	-2.598500E-8	0.000000	1.902400E-9
601.647000	1.672900E-8	-1.647400E-8	-5.000000E-13	1.903375E-9	603.515000	1.930150E-8	-1.937100E-8	-5.000000E-13	1.885790E-9	605.389000	2.388250E-8	-2.373250E-8	-1.500000E-12	1.898555E-9	607.268000	2.294650E-8	-2.274550E-8	5.000000E-13	1.907120E-9	609.132000	2.581650E-8	-2.583000E-8	0.000000	1.991610E-9
611.010000	1.629100E-8	-1.604150E-8	-1.000000E-12	1.945200E-9	612.872000	1.972250E-8	-1.965450E-8	-5.000000E-13	1.913365E-9	614.742000	2.366450E-8	-2.333150E-8	-1.500000E-12	1.939435E-9	616.627000	2.314750E-8	-2.284250E-8	0.000000	2.002845E-9	618.472000	2.621600E-8	-2.612650E-8	5.000000E-13	1.883925E-9
620.375000	1.648400E-8	-1.658750E-8	-2.000000E-12	2.019725E-9	622.253000	1.941500E-8	-1.919500E-8	-2.500000E-12	1.938385E-9	624.137000	2.382100E-8	-2.357700E-8	0.000000	1.930745E-9	625.983000	2.308200E-8	-2.268450E-8	-1.500000E-12	1.918585E-9	627.845000	2.647800E-8	-2.595200E-8	-5.000000E-13	1.904450E-9
629.746000	1.713450E-8	-1.695300E-8	0.000000	2.006810E-9	631.591000	1.920700E-8	-1.920400E-8	-5.000000E-13	1.920090E-9	633.455000	2.259150E-8	-2.244050E-8	-5.000000E-13	1.912825E-9	635.318000	2.280150E-8	-2.257100E-8	0.000000	1.985910E-9	637.197000	2.623150E-8	-2.604100E-8	-5.000000E-13	1.967805E-9
639.112000	1.661800E-8	-1.647100E-8	-1.500000E-12	1.914420E-9	640.992000	1.937100E-8	-1.915550E-8	-1.000000E-12	1.951445E-9	642.857000	2.366550E-8	-2.316750E-8	-1.000000E-12	1.961580E-9	644.736000	2.272700E-8	-2.252000E-8	-1.000000E-12	1.943390E-9	646.614000	2.609950E-8	-2.587250E-8	-1.000000E-12	1.937935E-9
648.493000	1.677000E-8	-1.645750E-8	-2.500000E-12	1.965970E-9	650.377000	1.959200E-8	-1.937100E-8	-5.000000E-13	1.996050E-9	652.241000	2.353400E-8	-2.313250E-8	-2.500000E-12	1.987615E-9	654.123000	2.335800E-8	-2.308050E-8	-5.000000E-13	1.992600E-9	655.985000	2.625000E-8	-2.598400E-8	-1.000000E-12	1.910380E-9
